id1,affil1,affil_tokens_labeled,affil_tokens,total_entities
7795,"CIMIC and MSIS Department, Rutgers University, 180 University Avenue, Newark NJ 07102, USA e-mail: adam@adam.rutgers.edu; atluri@andromeda.rutgers.edu",CIMIC<ORG>; MSIS Department<ORG>; Rutgers University<ORG>; University Avenue<ORG>; Newark NJ 07102<LOC>; USA<LOC>,CIMIC; MSIS Department; Rutgers University; University Avenue; Newark NJ 07102; USA,6
1348,"CIS Department, Polytechnic University, Brooklyn, NY",CIS Department<ORG>; Polytechnic University<ORG>; Brooklyn<LOC>; NY<LOC>,CIS Department; Polytechnic University; Brooklyn; NY,4
763,"CISE Department, University of Florida, Gainesville, FL",CISE Department<ORG>; University of Florida<ORG>; Gainesville<LOC>; FL<LOC>,CISE Department; University of Florida; Gainesville; FL,4
4814,City University of Hong Kong,City University of Hong Kong<ORG>,City University of Hong Kong,1
75,"City University of Hong Kong, Hong Kong",City University of Hong Kong<ORG>; Hong Kong<LOC>,City University of Hong Kong; Hong Kong,2
7890,"City University of Hong Kong, Hong Kong, China",City University of Hong Kong<ORG>; Hong Kong<LOC>; China<LOC>,City University of Hong Kong; Hong Kong; China,3
9292,"City University of Hong Kong, Kowloon, Hong Kong",City University of Hong Kong<ORG>; Kowloon<LOC>; Hong Kong<LOC>,City University of Hong Kong; Kowloon; Hong Kong,3
9284,"Clausthal University of Technology, Clausthal-Zellerfeld, Germany",Clausthal University of Technology<ORG>; Clausthal-Zellerfeld<LOC>; Germany<LOC>,Clausthal University of Technology; Clausthal-Zellerfeld; Germany,3
3862,Clustra AS,Clustra AS<ORG>,Clustra AS,1
3487,"Clustra, Trondheim, Norway",Clustra<LOC>; Trondheim<LOC>; Norway<LOC>,Clustra; Trondheim; Norway,3
3406,CMU,CMU<ORG>,CMU,1
3561,CNAM,CNAM<ORG>,CNAM,1
3763,CNAM Paris,CNAM Paris<ORG>,CNAM Paris,1
2872,"CNAM, France",CNAM<ORG>; France<LOC>,CNAM; France,2
7938,"College of Business Administration, University of Cincinnati",College of Business Administration<ORG>; University of Cincinnati<ORG>,College of Business Administration; University of Cincinnati,2
691,"College of Computer and Information Science, Northeastern University, Boston, MA",College of Computer and Information Science<ORG>; Northeastern University<ORG>; Boston<ORG>; MA<LOC>,College of Computer and Information Science; Northeastern University; Boston; MA,4
8176,"College of Computer and Information Science, Northeastern University, USA",College of Computer and Information Science<ORG>; Northeastern University<ORG>; USA<LOC>,College of Computer and Information Science; Northeastern University; USA,3
6634,"College of Computing, Georgia Institute of Technology",College of Computing<ORG>; Georgia Institute of Technology<ORG>,College of Computing; Georgia Institute of Technology,2
7960,"College of Computing, Georgia Institute of Technology, 801 Atlantic Drive, GA, 30332-0280, Atlanta, USA",College of Computing<ORG>; Georgia Institute of Technology<ORG>; Atlantic Drive<MISC>; GA<ORG>; Atlanta<LOC>; USA<LOC>,College of Computing; Georgia Institute of Technology; Atlantic Drive; GA; Atlanta; USA,6
8587,"College of Computing, Georgia Institute of Technology, Atlanta, USA",College of Computing<ORG>; Georgia Institute of Technology<ORG>; Atlanta<LOC>; USA<LOC>,College of Computing; Georgia Institute of Technology; Atlanta; USA,4
1211,"College of Engineering, School of Computer Engineering, Nanyang Technological University, Singapore",College of Engineering<ORG>; School of Computer Engineering<ORG>; Nanyang Technological University<ORG>; Singapore<LOC>,College of Engineering; School of Computer Engineering; Nanyang Technological University; Singapore,4
7880,"College of Information Science and Technology, Drexel University, 3141 Chestnut Street, Philadelphia, PA 19104-2875, USA",College of Information Science and Technology<ORG>; Drexel University<ORG>; Chestnut Street<LOC>; Philadelphia<LOC>; PA 19104-2875<LOC>; USA<LOC>,College of Information Science and Technology; Drexel University; Chestnut Street; Philadelphia; PA 19104-2875; USA,6
1161,"College of Information Science and Technology, Drexel University, Philadelphia, Pennsylvania",College of Information Science and Technology<ORG>; Drexel University<ORG>; Philadelphia<LOC>; Pennsylvania<LOC>,College of Information Science and Technology; Drexel University; Philadelphia; Pennsylvania,4
8545,"College of Information Science and Technology, Drexel University, Philadelphia, USA 19104",College of Information Science and Technology<ORG>; Drexel University<ORG>; Philadelphia<LOC>; USA<LOC>,College of Information Science and Technology; Drexel University; Philadelphia; USA,4
861,"College of Information Sciences and Technology, The Pennsylvania State University, University Park, PA",College of Information Sciences and Technology<ORG>; The Pennsylvania State University<ORG>; University Park<ORG>; PA<ORG>,College of Information Sciences and Technology; The Pennsylvania State University; University Park; PA,4
865,"College of Information Sciences and Technology, The Pennsylvania State University, University Park, PA and Department of Computer Science and Engineering, The Pennsylvania State University, University Park, PA",College of Information Sciences and Technology<ORG>; The Pennsylvania State University<ORG>; University Park<ORG>; PA<ORG>; Department of Computer Science and Engineering<ORG>,College of Information Sciences and Technology; The Pennsylvania State University; University Park; PA; Department of Computer Science and Engineering,8
12,Columbia University,Columbia University<ORG>,Columbia University,1
9237,"Columbia University, New York",Columbia University<ORG>; New York<LOC>,Columbia University; New York,2
8004,"Columbia University, New York, New York",Columbia University<ORG>; New York<LOC>,Columbia University; New York,3
479,"Columbia University, New York, NY",Columbia University<ORG>; New York<LOC>; NY<LOC>,Columbia University; New York; NY,3
6026,"Columbia University, New York, NY, USA",Columbia University<ORG>; New York<LOC>; NY<LOC>; USA<LOC>,Columbia University; New York; NY; USA,4
2935,"Columbia University, NYC, NY",Columbia University<ORG>; NYC<ORG>; NY<LOC>,Columbia University; NYC; NY,3
968,"Comp. Eng. Dept, Bilkent University, Ankara, Turkey",Comp<PER>; Bilkent University<ORG>; Ankara<LOC>; Turkey<LOC>,Comp; Bilkent University; Ankara; Turkey,4
1503,"Comp. Sci. Div, Dept EECS, UC Berkeley, Berkeley, CA",Comp<PER>; Dept EECS<MISC>; UC Berkeley<ORG>; Berkeley<ORG>; CA<ORG>,Comp; Dept EECS; UC Berkeley; Berkeley; CA,5
6483,"Compaq SRC, Palo Alto, CA",Compaq SRC<ORG>; Palo Alto<LOC>; CA<LOC>,Compaq SRC; Palo Alto; CA,3
7580,Compaq Systems Research Center,Compaq Systems Research Center<ORG>,Compaq Systems Research Center,1
3497,"Compaq, Il, USA",Compaq<ORG>; Il<ORG>; USA<LOC>,Compaq; Il; USA,3
6752,"Computer & Information Science Department, University of Pennsylvania, 200 South 33rd Street, Philadelphia, PA",Computer & Information Science Department<ORG>; University of Pennsylvania<ORG>; South 33rd Street<LOC>; Philadelphia<LOC>; PA<LOC>,Computer & Information Science Department; University of Pennsylvania; South 33rd Street; Philadelphia; PA,5
9267,"Computer and Information Science and Engineering Department, University of Florida, Gainesville, USA 32611",Computer and Information Science and Engineering Department<MISC>; University of Florida<ORG>; Gainesville<LOC>; USA<LOC>,Computer and Information Science and Engineering Department; University of Florida; Gainesville; USA,4
8795,"Computer and Information Science and Engineering, University of Florida, Gainesville, USA 32611",Computer and Information Science and Engineering<MISC>; University of Florida<ORG>; Gainesville<LOC>; USA<LOC>,Computer and Information Science and Engineering; University of Florida; Gainesville; USA,4
7881,"Computer Engineering and Informatics, University of Patras, Greece",Computer Engineering and Informatics<ORG>; University of Patras<ORG>; Greece<LOC>,Computer Engineering and Informatics; University of Patras; Greece,3
1925,"Computer Laboratory, University of Cambridge",Computer Laboratory<ORG>; University of Cambridge<ORG>,Computer Laboratory; University of Cambridge,2
2075,"Computer Science & Engineering Department, University of California, Riverside, Riverside, CA",Computer Science & Engineering Department<ORG>; University of California<ORG>; Riverside<LOC>; CA<LOC>,Computer Science & Engineering Department; University of California; Riverside; CA,5
1126,"Computer Science & Engineering, Indian Institute of Technology, Mumbai, India",Computer Science & Engineering<ORG>; Indian Institute of Technology<ORG>; Mumbai<LOC>; India<LOC>,Computer Science & Engineering; Indian Institute of Technology; Mumbai; India,4
2176,"Computer Science and Artificial Intelligence Lab., Massachusetts Institute of Technology",Computer Science and Artificial Intelligence Lab<ORG>; Massachusetts Institute of Technology<ORG>,Computer Science and Artificial Intelligence Lab; Massachusetts Institute of Technology,2
1292,"Computer Science and Engg. Dept., I.I.T., Bombay",Computer Science and Engg<ORG>; Dept<MISC>; I.I.T.<ORG>; Bombay<LOC>,Computer Science and Engg; Dept; I.I.T.; Bombay,4
6477,"Computer Science and Engg., Tndian Institiue of Technology, Mumbai 400076,INDIA",Computer Science and Engg<ORG>; Tndian Institiue of Technology<MISC>; Mumbai<LOC>,Computer Science and Engg; Tndian Institiue of Technology; Mumbai,3
7744,"Computer Science and Engineering Department, Arizona State University, Tempe, AZ 85287-5406, USA; e-mail: candan@asu.edu",Computer Science and Engineering Department<ORG>; Arizona State University<ORG>; Tempe<ORG>; AZ<ORG>; USA<LOC>; candan@asu.edu<MISC>,Computer Science and Engineering Department; Arizona State University; Tempe; AZ; USA; candan@asu.edu,6
8823,"Computer Science and Engineering Department, State University of New York at Buffalo, Amherst, USA 14260",Computer Science and Engineering Department<ORG>; State University of New York<ORG>; Buffalo<LOC>; Amherst<LOC>; USA<LOC>,Computer Science and Engineering Department; State University of New York; Buffalo; Amherst; USA,5
7892,"Computer Science and Engineering Department, University of California, Riverside, CA",Computer Science and Engineering Department<ORG>; University of California<ORG>; Riverside<LOC>; CA<LOC>,Computer Science and Engineering Department; University of California; Riverside; CA,4
8868,"Computer Science and Engineering, Arizona State University, Tempe, USA",Computer Science and Engineering<ORG>; Arizona State University<ORG>; Tempe<LOC>; USA<LOC>,Computer Science and Engineering; Arizona State University; Tempe; USA,4
6519,Computer Science Department Carnegie Mellon University,Computer Science Department Carnegie Mellon University<ORG>,Computer Science Department Carnegie Mellon University,1
8338,"Computer Science Department, Boston University, USA",Computer Science Department<ORG>; Boston University<ORG>; USA<LOC>,Computer Science Department; Boston University; USA,3
1824,"Computer Science Department, Brown University",Computer Science Department<ORG>; Brown University<ORG>,Computer Science Department; Brown University,2
943,"Computer Science Department, Carnegie Mellon University, Pittsburgh",Computer Science Department<ORG>; Carnegie Mellon University<ORG>; Pittsburgh<ORG>,Computer Science Department; Carnegie Mellon University; Pittsburgh,3
1462,"Computer Science Department, Carnegie Mellon University, Pittsburgh, PA",Computer Science Department<ORG>; Carnegie Mellon University<ORG>; Pittsburgh<ORG>; PA<LOC>,Computer Science Department; Carnegie Mellon University; Pittsburgh; PA,4
8062,"Computer Science Department, Carnegie Mellon University, USA",Computer Science Department<ORG>; Carnegie Mellon University<ORG>; USA<LOC>,Computer Science Department; Carnegie Mellon University; USA,3
1451,"Computer Science Department, Center for Automation Research and Institute for Advanced Computer Studies, University of Maryland at College Park",Computer Science Department<ORG>; Center for Automation Research and<ORG>; University of Maryland<ORG>; College Park<LOC>,Computer Science Department; Center for Automation Research and; University of Maryland; College Park,4
7805,"Computer Science Department, Center for Automation Research, and Institute for Advanced Computer Studies, University of Maryland, College Park, Maryland 20742, USA; e-mail: hjs&commat;cs.umd.edu",Computer Science Department<ORG>; Center for Automation Research<ORG>; Institute for Advanced Computer Studies<ORG>; University of Maryland<ORG>; College Park<LOC>; Maryland<LOC>; USA<LOC>; hjs&commat;cs.umd.edu<LOC>,Computer Science Department; Center for Automation Research; Institute for Advanced Computer Studies; University of Maryland; College Park; Maryland; USA; hjs&commat;cs.umd.edu,8
6957,"Computer Science Department, Columbia University",Computer Science Department<ORG>; Columbia University<ORG>,Computer Science Department; Columbia University,2
7942,"Computer Science Department, Duke University, USA",Computer Science Department<ORG>; Duke University<ORG>; USA<LOC>,Computer Science Department; Duke University; USA,3
1810,"Computer Science Department, Hong Kong Univ. of Science and Technology, Hong Kong",Computer Science Department<ORG>; Hong Kong Univ<LOC>; Science and Technology<ORG>; Hong Kong<LOC>,Computer Science Department; Hong Kong Univ; Science and Technology; Hong Kong,4
8588,"Computer Science Department, Illinois Institute of Technology, Chicago, USA",Computer Science Department<ORG>; Illinois Institute of Technology<ORG>; Chicago<LOC>; USA<LOC>,Computer Science Department; Illinois Institute of Technology; Chicago; USA,4
842,"Computer Science Department, Indiana University, Bloomington",Computer Science Department<ORG>; Indiana University<ORG>; Bloomington<LOC>,Computer Science Department; Indiana University; Bloomington,3
6709,"Computer Science Department, Stanford University",Computer Science Department<ORG>; Stanford University<ORG>,Computer Science Department; Stanford University,2
7883,"Computer Science Department, Stanford University, Stanford CA 94305, USA",Computer Science Department<ORG>; Stanford University<ORG>; Stanford CA 94305<ORG>; USA<LOC>,Computer Science Department; Stanford University; Stanford CA 94305; USA,4
630,"Computer Science Department, Stanford University, Stanford, CA",Computer Science Department<ORG>; Stanford University<ORG>; Stanford<ORG>; CA<ORG>,Computer Science Department; Stanford University; Stanford; CA,4
7857,"Computer Science Department, Stanford University, Stanford, CA 94305, USA; E-mail: hector@db.stanford.edu",Computer Science Department<ORG>; Stanford University<ORG>; Stanford<ORG>; CA 94305<LOC>; USA<LOC>; E-mail<MISC>,Computer Science Department; Stanford University; Stanford; CA 94305; USA; E-mail,6
9300,"Computer Science Department, Stanford University, Stanford, USA 94305",Computer Science Department<ORG>; Stanford University<ORG>; Stanford<ORG>; USA<LOC>,Computer Science Department; Stanford University; Stanford; USA,4
7943,"Computer Science Department, Stanford University, USA",Computer Science Department<ORG>; Stanford University<ORG>; USA<LOC>,Computer Science Department; Stanford University; USA,3
6866,"Computer Science Department, TECHNION - Israel Institute of Technology, Technion City, Haifa 32000, Israel",Computer Science Department<ORG>; TECHNION - Israel Institute of Technology<ORG>; Technion City<LOC>; Haifa 32000<LOC>; Israel<LOC>,Computer Science Department; TECHNION - Israel Institute of Technology; Technion City; Haifa 32000; Israel,5
8766,"Computer Science Department, Technion--Israel Institute of Technology, Haifa, Israel",Computer Science Department<ORG>; Technion<ORG>; Israel Institute of Technology<ORG>; Haifa<LOC>; Israel<LOC>,Computer Science Department; Technion; Israel Institute of Technology; Haifa; Israel,5
7815,"Computer Science Department, Tel Aviv University, Ramat Aviv, Tel Aviv 69978, Israel; E-mail: {anate, milo}@math.tau.ac.il",Computer Science Department<ORG>; Tel Aviv University<ORG>; Ramat Aviv<LOC>; Tel Aviv<LOC>; Israel<LOC>; E-mail<MISC>,Computer Science Department; Tel Aviv University; Ramat Aviv; Tel Aviv; Israel; E-mail,6
8125,"Computer Science Department, University of Arizona, USA",Computer Science Department<ORG>; University of Arizona<ORG>; USA<LOC>,Computer Science Department; University of Arizona; USA,3
8514,"Computer Science Department, University of California at Santa Barbara, USA",Computer Science Department<ORG>; University of California<ORG>; Santa Barbara<LOC>; USA<LOC>,Computer Science Department; University of California; Santa Barbara; USA,4
1964,"Computer Science Department, University of California, Berkeley, CA",Computer Science Department<ORG>; University of California<ORG>; Berkeley<ORG>; CA<LOC>,Computer Science Department; University of California; Berkeley; CA,4
8888,"Computer Science Department, University of California, Los Angeles, Los Angeles, USA 90095",Computer Science Department<ORG>; University of California<ORG>; Los Angeles<LOC>; USA<LOC>,Computer Science Department; University of California; Los Angeles; USA,5
7715,"Computer Science Department, University of California, Riverside, California 92521, USA; e-mail: tsotras@cs.ucr.edu",Computer Science Department<ORG>; University of California<ORG>; Riverside<LOC>; California<LOC>; USA<LOC>,Computer Science Department; University of California; Riverside; California; USA,5
8337,"Computer Science Department, University of California, USA",Computer Science Department<ORG>; University of California<ORG>; USA<LOC>,Computer Science Department; University of California; USA,3
7856,"Computer Science Department, University of Illinois at Urbana-Champaign, Urbana, IL 61801, USA; e-mail: kcchang@cs.uiuc.edu",Computer Science Department<ORG>; University of Illinois<ORG>; Urbana-Champaign<LOC>; Urbana<LOC>; IL 61801<LOC>; USA<LOC>; kcchang@cs.uiuc.edu<LOC>,Computer Science Department; University of Illinois; Urbana-Champaign; Urbana; IL 61801; USA; kcchang@cs.uiuc.edu,7
9260,"Computer Science Department, University of Illinois, Chicago, USA 60607",Computer Science Department<ORG>; University of Illinois<ORG>; Chicago<LOC>; USA<LOC>,Computer Science Department; University of Illinois; Chicago; USA,4
6924,"Computer Science Department, University of Maryland, College Park, Maryland",Computer Science Department<ORG>; University of Maryland<ORG>; College Park<LOC>; Maryland<LOC>,Computer Science Department; University of Maryland; College Park; Maryland,4
2043,"Computer Science Department, University of Maryland, College Park, MD",Computer Science Department<ORG>; University of Maryland<ORG>; College Park<ORG>; MD<LOC>,Computer Science Department; University of Maryland; College Park; MD,4
9489,"Computer Science Department, University of Maryland, College Park, USA 20742",Computer Science Department<ORG>; University of Maryland<ORG>; College Park<LOC>; USA<LOC>,Computer Science Department; University of Maryland; College Park; USA,4
6521,"Computer Science Department, University of Sao Paulo at Sao Carlos - Brazil",Computer Science Department<ORG>; University of Sao Paulo<ORG>; Sao Carlos - Brazil<LOC>,Computer Science Department; University of Sao Paulo; Sao Carlos - Brazil,3
723,"Computer Science Department, University of Southern California, Los Angeles, CA",Computer Science Department<ORG>; University of Southern California<ORG>; Los Angeles<LOC>; CA<LOC>,Computer Science Department; University of Southern California; Los Angeles; CA,4
8756,"Computer Science Department, University of Southern California, Los Angeles, USA 90089-0781",Computer Science Department<ORG>; University of Southern California<ORG>; Los Angeles<LOC>; USA<LOC>,Computer Science Department; University of Southern California; Los Angeles; USA,4
8160,"Computer Science Department, University of Southern California, USA",Computer Science Department<ORG>; University of Southern California<ORG>; USA<LOC>,Computer Science Department; University of Southern California; USA,3
